,SYMBOL
8152,U9O.SI
8177,567.SI
8185,U1K.SI
8188,5TH.SI
8191,E1:5OT.SI
8194,E1:5BS.SI
8214,E1:F3V.SI
8244,E2:V01.SI
8253,E2:SV3U.SI
8254,E2:T39.SI
8274,U7B.SI
8294,5I5.SI
8314,TO7.SI
8354,E2:G18.SI
8399,S73.SI
8405,E1:5KU.SI
8411,5H0.SI
8412,U1A.SI
8413,V01.SI
8549,TM6.SI
8566,TO8.SI
8567,E2:5G3.SI
8569,E1:T04.SI
8577,E1:5G7R.SI
8579,E1:D8DU.SI
8580,E1:N0L.SI
8582,E2:561.SI
8586,E1:T06.SI
8589,E1:J7X.SI
8591,E1:W05.SI
8607,E2:K11.SI
8621,F22.SI
8623,E2:PA3.SI
8721,E2:J7X.SI
8739,S29.SI
8755,T06.SI
8756,S46.SI
8757,G11.SI
8775,E1:S29.SI
8777,E1:AM3.SI
8792,E2:5KH.SI
8867,E2:F2X.SI
8914,U7C.SI
8927,O87.SI
8941,E2:I17.SI
8954,U9X.SI
8983,UD3.SI
8990,U7K.SI
9001,E2:U09.SI
9023,UD2.SI
9025,S27.SI
9027,UD1U.SI
9046,U2U.SI
9051,E1:O87.SI
9052,E1:U06.SI
9061,E1:T14.SI
9070,U3L.SI
9088,U6J.SI
9120,E2:T6I.SI
9144,E2:545.SI
9152,E1:535.SI
9193,E1:ON7.SI
9214,E1:5RJ.SI
9227,5G5R.SI
9233,5WR.SI
9236,X04.SI
9290,U9N.SI
9313,N33.SI
9320,Z77.SI
